title,category,phone,address,website,review_rating,review_count,url,scraped_at,plus_code,open_hours,status,price_range,link,latitude,longitude
Plumber1 Las Vegas,Plumber,+1 702-830-9910,"3003 S Valley View Blvd #165, Las Vegas, NV 89102, United States",,5.0,44,,2026-05-28T05:39:44.781696,"4RP5+MM Las Vegas, Nevada, USA",,Open 24 hours,,"https://www.google.com/maps/place/Plumber1+Las+Vegas/@36.136728,-115.1907809,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c7d7f980f871:0x91a8c5f50fcc9ed7!8m2!3d36.136728!4d-115.1907809!16s%2Fg%2F11g_zzs8c7?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.136728,-115.1907809
Emergency Plumber Las Vegas,Plumber,+1 702-659-9844,,emergencyplumberlasvegas.net,5.0,1,,2026-05-28T05:39:44.781696,,,Open 24 hours,,"https://www.google.com/maps/place/Emergency+Plumber+Las+Vegas/@35.9277595,-114.9698485,8z/data=!3m1!4b1!4m6!3m5!1s0x80c8c7e01d7b9e89:0x1d34bba2feab1a6b!8m2!3d35.9277595!4d-114.9698486!16s%2Fg%2F11f9w2t7_g?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",35.9277595,-114.9698485
"Mach 1 Plumbing, LLC",Plumber,+1 702-643-1886,"5831 Madre Mesa Dr, Las Vegas, NV 89108, United States",mach1plumbing.com,5.0,131,,2026-05-28T05:39:44.781696,"6Q5H+54 Las Vegas, Nevada, USA",,Closes soon · 4:30 PM · Opens 7 AM Thu,,"https://www.google.com/maps/place/Mach+1+Plumbing,+LLC/@36.2079597,-115.2221387,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c33a5c33fdab:0xd58d1f63109ce7db!8m2!3d36.2079597!4d-115.2221387!16s%2Fg%2F11h6yf07x9?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.2079597,-115.2221387
Signature Plumbing LLC,Plumber,+1 702-350-2057,,signatureplumbinglv.com,5.0,43,,2026-05-28T05:39:44.781696,,,Open 24 hours,,"https://www.google.com/maps/place/Signature+Plumbing+LLC/@36.0561135,-115.0880905,10z/data=!3m1!4b1!4m6!3m5!1s0xa597f1ca69e5863f:0x91c4cd29b241e600!8m2!3d36.0561135!4d-115.0880905!16s%2Fg%2F11y1x48h8q?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.0561135,-115.0880905
Uncle E’s Plumbing,Plumber,+1 702-286-6683,,uncleesplumbing.com,4.8,65,,2026-05-28T05:39:44.781696,,,Open 24 hours,,"https://www.google.com/maps/place/Uncle+E%E2%80%99s+Plumbing/@36.0561135,-115.1072285,10z/data=!3m1!4b1!4m6!3m5!1s0x50e7f3bf93dc035:0x1a46bdc6cc58f382!8m2!3d36.0561135!4d-115.1072285!16s%2Fg%2F11ydgsyj7z?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.0561135,-115.1072285
Discount Drain Cleaning LV,Plumber,+1 702-272-8743,"1950 N Michael Way, Las Vegas, NV 89108, United States",discountdraincleanlv.com,4.9,225,,2026-05-28T05:39:44.781696,"5QVM+RV Las Vegas, Nevada, USA",,Open 24 hours,,"https://www.google.com/maps/place/Discount+Drain+Cleaning+LV/@36.1945559,-115.2152691,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c22ae89cb337:0xa637cc10a9a8c414!8m2!3d36.1945559!4d-115.2152691!16s%2Fg%2F11b7f0f1_s?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.1945559,-115.2152691
Elliott's Sewer & Drain,Plumber,+1 702-382-7389,"1850 Willow Trail, Las Vegas, NV 89108, United States",elliottslv.com,4.2,20,,2026-05-28T05:39:44.781696,"5RV5+78 Las Vegas, Nevada, USA",,Open 24 hours,,"https://www.google.com/maps/place/Elliott's+Sewer+%26+Drain/@36.1932035,-115.1916255,17z/data=!3m1!4b1!4m6!3m5!1s0xb7a65eb49003a55:0x8b25cad0a105ffd7!8m2!3d36.1932035!4d-115.1916255!16s%2Fg%2F11l5khd14v?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.1932035,-115.1916255
Valley1 maintenance unlimited,Property maintenance,+1 702-308-8776,"3170 Polaris Ave UNIT 1, Las Vegas, NV 89102, United States",valleyoneunlimited.com,4.9,165,,2026-05-28T05:39:44.781696,"4RJ7+QC Las Vegas, Nevada, USA",,Closes soon · 4 PM · Opens 7 AM Thu,,"https://www.google.com/maps/place/Valley1+maintenance+unlimited/@36.1319001,-115.1864148,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c5a65d613373:0x465d9d008f9582f1!8m2!3d36.1319001!4d-115.1864148!16s%2Fg%2F11nfvjjw90?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.1319001,-115.1864148
Re-Nu America Drain Cleaning and pipe lining,Plumber,+1 702-788-6580,,renuamericaspipe.com,5.0,19,,2026-05-28T05:39:44.781696,,,Open · Closes 6 PM,,"https://www.google.com/maps/place/Re-Nu+America+Drain+Cleaning+and+pipe+lining/@38.5018495,-117.0229669,6z/data=!3m1!4b1!4m6!3m5!1s0x84da03b5cac0ee61:0x21200f453280f927!8m2!3d38.5018495!4d-117.022967!16s%2Fg%2F11t1cd9hd5?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",38.5018495,-117.0229669
Vegas Built Services LLC,Plumber,+1 702-580-3790,,vegasbuiltservices.com,4.9,53,,2026-05-28T05:39:44.781696,,,Open · Closes 8:30 PM,,"https://www.google.com/maps/place/Vegas+Built+Services+LLC/@35.9277595,-114.9698721,8z/data=!3m1!4b1!4m6!3m5!1s0xaea84f0354e2c79:0x8c9bf8559449a6ac!8m2!3d35.9277595!4d-114.969872!16s%2Fg%2F11vq2zf779?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",35.9277595,-114.9698721
On Site Plumber & Leak Detection North Las Vegas,Plumber,+1 702-323-1257,"2039 Civic Center Dr, Las Vegas, NV 89101, United States",onsiteplumberleakdetection.com,5.0,19,,2026-05-28T05:39:44.781696,"5VWH+VX Las Vegas, Nevada, USA",,Open · Closes 10 PM,,"https://www.google.com/maps/place/On+Site+Plumber+%26+Leak+Detection+North+Las+Vegas/@36.197191,-115.1200168,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c320b93dec47:0xb0ee32cd2bf094f0!8m2!3d36.197191!4d-115.1200168!16s%2Fg%2F11stkm5s4b?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.197191,-115.1200168
ROI Plumbing,Plumber,+1 725-699-8900,,roiplumbing.com,4.4,51,,2026-05-28T05:39:44.781696,,,Open 24 hours,,"https://www.google.com/maps/place/ROI+Plumbing/@36.2655174,-115.2343695,11z/data=!3m1!4b1!4m6!3m5!1s0x67a8b02032810ab7:0x9f1e64ee532a8c9a!8m2!3d36.2655174!4d-115.2343695!16s%2Fg%2F11mlyblklx?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.2655174,-115.2343695
Zoom Drain Las Vegas,Plumber,+1 702-710-6969,"4310 Cameron St Suite 2, Las Vegas, NV 89103, United States",zoomdrain.com,4.9,102,,2026-05-28T05:39:44.781696,"4Q6W+GJ Las Vegas, Nevada, USA",,Open 24 hours,,"https://www.google.com/maps/place/Zoom+Drain+Las+Vegas/@36.1113483,-115.2034128,17z/data=!3m1!4b1!4m6!3m5!1s0xca7d2bd41bc34b1:0xde81b0f658fbe54e!8m2!3d36.1113483!4d-115.2034128!16s%2Fg%2F11vwqc2847?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.1113483,-115.2034128
Animo Plumbing,Plumber,+1 725-485-5500,,animo-plumbing.homes,4.5,64,,2026-05-28T05:39:44.781696,,,Open 24 hours,,"https://www.google.com/maps/place/Animo+Plumbing/@36.2655174,-115.2343695,11z/data=!3m1!4b1!4m6!3m5!1s0xa396824aad29f5d3:0x8328a7cb393324f1!8m2!3d36.2655174!4d-115.2343695!16s%2Fg%2F11ypnmg5dw?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.2655174,-115.2343695
Johnny On The Spot,Plumber,+1 702-331-8053,"5440 S Procyon St STE A, Las Vegas, NV 89118, United States",johnnys.vegas,4.9,2487,,2026-05-28T05:39:44.781696,"3RR7+G6 Las Vegas, Nevada, USA","
Open 24 hours

Confirmed by this business 11 weeks ago

See more hours

",,,"https://www.google.com/maps/place/Johnny+On+The+Spot/@36.0913622,-115.1869881,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c41e9099e91f:0xd816713bb0ed80f6!8m2!3d36.0913622!4d-115.1869881!16s%2Fg%2F11c328mxn6?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.0913622,-115.1869881
Vegas Plumbing Pros,Contractor,+1 702-879-4267,"801 S 4th St Suite 530, Las Vegas, NV 89101, United States",direct-plumbing-lasvegas.com,5.0,13,,2026-05-28T05:39:44.781696,"5V63+F6 Las Vegas, Nevada, USA",,Open 24 hours,,"https://www.google.com/maps/place/Vegas+Plumbing+Pros/@36.1612215,-115.1469038,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c39c9b055555:0xd883728a2abacc9b!8m2!3d36.1612215!4d-115.1469038!16s%2Fg%2F11rxhzs8qf?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.1612215,-115.1469038
Plumbing N Las Vegas Svs,Plumber,+1 702-347-4294,"2475 W Cheyenne Ave #186, North Las Vegas, NV 89032, United States",,5.0,15,,2026-05-28T05:39:44.781696,"6R8F+GP North Las Vegas, Nevada, USA",,Open 24 hours,,"https://www.google.com/maps/place/Plumbing+N+Las+Vegas+Svs/@36.216348,-115.175669,17z/data=!3m1!4b1!4m6!3m5!1s0x6884932c7bc2b6e7:0x2b5c5555d7e24463!8m2!3d36.216348!4d-115.175669!16s%2Fg%2F11yj75sm9c?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.216348,-115.175669
Blue Diamond Plumbing,Plumber,+1 702-723-7348,,bluediamondplumbingllc.com,4.4,217,,2026-05-28T05:39:44.781696,,,Closes soon · 4 PM · Opens 7 AM Thu,,"https://www.google.com/maps/place/Blue+Diamond+Plumbing/@36.166129,-115.1496885,10z/data=!3m1!4b1!4m6!3m5!1s0x56e842fabcb5215:0x1b1db232ee0f09d8!8m2!3d36.166129!4d-115.1496886!16s%2Fg%2F11stfrzdfp?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.166129,-115.1496885
Professional Drain Unblockers & Svc LLC,Plumber,+1 702-704-3431,,,4.8,22,,2026-05-28T05:39:44.781696,,,Open 24 hours,,"https://www.google.com/maps/place/Professional+Drain+Unblockers+%26+Svc+LLC/@35.9277595,-114.9698721,8z/data=!3m1!4b1!4m6!3m5!1s0x8ea0e50cdab8a0bf:0x9ea27f574ecaf950!8m2!3d35.9277595!4d-114.969872!16s%2Fg%2F11w4b60bmb?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",35.9277595,-114.9698721
AJ's Sewer & Drain,Plumber,+1 702-800-0171,"708 S 3rd St, Las Vegas, NV 89101, United States",,2.7,54,,2026-05-28T05:39:44.781696,"5V72+6Q Las Vegas, Nevada, USA",,Open 24 hours,,"https://www.google.com/maps/place/AJ's+Sewer+%26+Drain/@36.1630294,-115.1480263,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c3479c2e1775:0xad3d31a51b95c1ff!8m2!3d36.1630294!4d-115.1480263!16s%2Fg%2F11szckpkx9?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.1630294,-115.1480263
Advanced Pro Plumbing Las Vegas,Plumber,+1 702-603-7520,"2950 E Flamingo Rd, Las Vegas, NV 89121, United States",applumbinglv.com,5.0,9,,2026-05-28T05:39:44.781696,"4V8Q+6Q Las Vegas, Nevada, USA",,Open 24 hours,,"https://www.google.com/maps/place/Advanced+Pro+Plumbing+Las+Vegas/@36.1155268,-115.1105382,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8c58992333033:0xb2181d77ac59bf06!8m2!3d36.1155268!4d-115.1105382!16s%2Fg%2F11n44vq87g?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.1155268,-115.1105382
Total Drain Solutions,Plumber,+1 702-220-9096,,totaldrainsolutions.com,5.0,23,,2026-05-28T05:39:44.781696,,,Closes soon · 4 PM · Opens 8 AM Thu,,"https://www.google.com/maps/place/Total+Drain+Solutions/@36.0561135,-115.0880966,10z/data=!3m1!4b1!4m6!3m5!1s0x80c8c7019590778d:0x1efd31fdbc7a99e3!8m2!3d36.0561135!4d-115.0880966!16s%2Fg%2F11swn7d7yh?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.0561135,-115.0880966
Loyalty Plumbing Sewer & Drain,Plumber,+1 725-302-6354,"500 N Rainbow Blvd Suite 301A, Las Vegas, NV 89107, United States",clarkcountyplumber.org,4.8,18,,2026-05-28T05:39:44.781696,"5QH5+59 Las Vegas, Nevada, USA",,Open 24 hours,,"https://www.google.com/maps/place/Loyalty+Plumbing+Sewer+%26+Drain/@36.1779686,-115.241544,17z/data=!3m1!4b1!4m6!3m5!1s0x4cb2ec7254067e63:0x4e5802f1578ace7c!8m2!3d36.1779686!4d-115.241544!16s%2Fg%2F1wh4fg8h?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.1779686,-115.241544
VEGAS DRAIN MASTERS LLC,Drainage service,+1 702-347-0738,,vegasdrainmastersllc.com,4.9,111,,2026-05-28T05:39:44.781696,,,Open 24 hours,,"https://www.google.com/maps/place/VEGAS+DRAIN+MASTERS+LLC/@36.166129,-115.294742,10z/data=!3m1!4b1!4m6!3m5!1s0xa2d7c32227919af:0xe33ee99ff3bedfce!8m2!3d36.166129!4d-115.294742!16s%2Fg%2F11rxrz2tgm?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.166129,-115.294742
Las Vegas Drain Cleaners,Plumber,+1 702-534-3777,,,,,,2026-05-28T05:39:44.781696,,,Open 24 hours,,"https://www.google.com/maps/place/Las+Vegas+Drain+Cleaners/@36.166129,-115.1496825,10z/data=!3m1!4b1!4m6!3m5!1s0x47024869c083d407:0x6a9819e5b71220fd!8m2!3d36.166129!4d-115.1496825!16s%2Fg%2F11txzhkh95?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.166129,-115.1496825
Drain Cleaning Las Vegas,Drainage service,+1 702-707-7352,,draincleaninglasvegas.org,4.8,4,,2026-05-28T05:39:44.781696,,,Open 24 hours,,"https://www.google.com/maps/place/Drain+Cleaning+Las+Vegas/@36.166129,-115.1496885,10z/data=!3m1!4b1!4m6!3m5!1s0x80c8cfc2aca7a3fb:0x221f41187c47747d!8m2!3d36.166129!4d-115.1496886!16s%2Fg%2F11p503_pxt?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.166129,-115.1496885
Eternal Plumbing Solutions,Plumber,+1 702-712-0838,"3140 Polaris Ave Ste. 7, Dock 47, Las Vegas, NV 89102, United States",eternalservices.com,4.6,185,,2026-05-28T05:39:44.781696,"4RJ7+X6 Las Vegas, Nevada, USA",,Open 24 hours,,"https://www.google.com/maps/place/Eternal+Plumbing+Solutions/@36.1324119,-115.1869706,17z/data=!3m1!4b1!4m6!3m5!1s0x80c8b7e415cd25b9:0xd839ab0599b9f148!8m2!3d36.1324119!4d-115.1869706!16s%2Fg%2F11c2lqrkjr?entry=ttu&g_ep=EgoyMDI2MDUyNi4wIKXMDSoASAFQAw%3D%3D",36.1324119,-115.1869706
Acme,001,,,"1 Main St, Las Vegas, NV 89101",https://acme.com,4.5,50,Plumber,,,36.1,-115.1
Acme,001,,,"1 Main St, Las Vegas, NV 89101",https://acme.com,4.5,50,Plumber,,,36.1,-115.1
Acme,002,,,"1 Main St, Las Vegas, NV 89101",https://acme.com,4.5,50,Plumber,,,36.1,-115.1
