title,phone,email,platform,address,website,review_rating,review_count,category,industry,scraped_at,plus_code,open_hours,status,price_range,link,latitude,longitude,emails,contact_url
Yardigans AK,+1 907-290-4954,,WordPress,"4340 Tikishla St, Anchorage, AK 99504, United States",yardigansaks.com,4.9,67,Lawn care service,Landscaping,2026-05-28T16:33:23.679433,"57J8+CQ Scenic Foothills, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Yardigans+AK/@61.1810433,-149.7331056,17z/data=!3m1!4b1!4m6!3m5!1s0x56c897658e945edd:0x5fdae964818cd59!8m2!3d61.1810433!4d-149.7331056!16s%2Fg%2F11rqgxpm4_?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1810433,-149.7331056,[],
Alaska Premier Services,+1 907-887-4545,,WordPress,"8240 Hartzell Rd #3, Anchorage, AK 99507, United States",alaskapremierservices.com,4.8,120,Lawn care service,Landscaping,2026-05-28T16:33:23.679433,"45W2+F4 Abbott Loop, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Alaska+Premier+Services/@61.1461365,-149.8496768,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8975e31f9bbbb:0x43abd6a3b133f074!8m2!3d61.1461365!4d-149.8496768!16s%2Fg%2F11xdl5b7n?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1461365,-149.8496768,[],
Lawns & Lots,+1 907-952-0321,,,"721 Depot Dr, Anchorage, AK 99501, United States",lawnsandlots.com,5.0,50,Lawn care service,Landscaping,2026-05-28T16:33:23.679433,"64C3+M7 Downtown, Anchorage, AK, USA",,Open 24 hours,,"https://www.google.com/maps/place/Lawns+%26+Lots/@61.2216851,-149.89684,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8971325d81a8b:0x93967cdf7e2ad9cf!8m2!3d61.2216851!4d-149.89684!16s%2Fg%2F11q1vqfbtr?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.2216851,-149.89684,[],
Caleb’s Services,+1 907-350-6855,office@cserviceak.com,WordPress,"2000 E 68th Ave Unit 5, Anchorage, AK 99507, United States",calebsservicesak.com,5.0,121,Snow removal service,Landscaping,2026-05-28T16:47:23.451383,"5553+GV Abbott Loop, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Caleb%E2%80%99s+Services/@61.1588679,-149.8452542,17z/data=!3m1!4b1!4m6!3m5!1s0xabc6247eecf19fe9:0x177493085710d3a5!8m2!3d61.1588679!4d-149.8452542!16s%2Fg%2F11v67r6qzt?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1588679,-149.8452542,['office@cserviceak.com'],https://calebsservicesak.com
A&A Landscaping & rock walls,+1 907-317-5887,j.doe@inbox.com,WordPress,,anchorageaalandscaping.com,4.3,6,Landscape designer,Landscaping,2026-05-28T16:47:23.451383,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/A%26A+Landscaping+%26+rock+walls/@61.1806455,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x56c897b1a93887c9:0xcde611b69056769c!8m2!3d61.1806455!4d-149.4491109!16s%2Fg%2F11j2mhhhjg?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1806455,-149.4491109,['j.doe@inbox.com'],https://anchorageaalandscaping.com
Crew Cut Lawns,+1 907-301-8627,crewcutlawns@yahoo.com,WordPress,"551 W 54th Ave, Anchorage, AK 99518, United States",crewcutlawns.com,3.2,66,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,"54C4+QR Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Crew+Cut+Lawns/@61.1719405,-149.8929561,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8999af34644cf:0xf2b42b174757613!8m2!3d61.1719405!4d-149.8929561!16s%2Fg%2F1tvrzg5w?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1719405,-149.8929561,['crewcutlawns@yahoo.com'],https://crewcutlawns.com
Alaska Landworks,+1 907-350-1622,%20info@alaskalandworks.com,WordPress,,alaskalandworks.com,5.0,3,Landscape designer,Landscaping,2026-05-28T16:47:23.451383,,,Closed · Opens 7 AM,,"https://www.google.com/maps/place/Alaska+Landworks/@61.1806455,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x8e77bf36aaa4a129:0x82b0927435d6ee3c!8m2!3d61.1806455!4d-149.4491109!16s%2Fg%2F11vwlbs4zb?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1806455,-149.4491109,"['%20info@alaskalandworks.com', 'info@alaskalandworks.com']",https://alaskalandworks.com
A-1 Lawn & Landscaping,+1 907-248-7000,services@a1lawn.com,WordPress,"6727 Old Seward Hwy, Anchorage, AK 99518, United States",a1lawn.com,4.2,138,Landscaper,Landscaping,2026-05-28T16:47:23.451383,"545P+VG Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/A-1+Lawn+%26+Landscaping/@61.1596819,-149.8636882,17z/data=!3m1!4b1!4m6!3m5!1s0x56c89778974bc3a9:0xa66e7b7d29ee23c1!8m2!3d61.1596819!4d-149.8636882!16s%2Fg%2F1tfvywtq?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1596819,-149.8636882,"['services@a1lawn.com', 'john@doe.com']",https://a1lawn.com/contact
Willowridge Construction LLC,+1 907-929-3336,contact@willowridgeconstruction.com,Squarespace,"6239 B St #101, Anchorage, AK 99518, United States",willowridgeconstruction.com,4.8,39,Custom home builder,Landscaping,2026-05-28T16:47:23.451383,"5478+HM Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Willowridge+Construction+LLC/@61.1639053,-149.8833185,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8972cc3368f7b:0x35950533f360b425!8m2!3d61.1639053!4d-149.8833185!16s%2Fg%2F11sp6nh7l3?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1639053,-149.8833185,['contact@willowridgeconstruction.com'],https://willowridgeconstruction.com/contact
Cardenas Landscaping Service LLC,+1 907-887-9665,,,"800 Center St, Anchorage, AK 99515, United States",,5.0,10,Landscaper,Landscaping,2026-05-28T16:47:23.451383,"449J+3W Bayshore / Klatt, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Cardenas+Landscaping+Service+LLC/@61.1176265,-149.8677166,17z/data=!3m1!4b1!4m6!3m5!1s0x56c899963822ff59:0xdbcb9a16ede30278!8m2!3d61.1176265!4d-149.8677166!16s%2Fg%2F11b6_th7nw?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1176265,-149.8677166,,
Yardigans AK,+1 907-290-4954,,WordPress,"4340 Tikishla St, Anchorage, AK 99504, United States",yardigansaks.com,4.9,67,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,"57J8+CQ Scenic Foothills, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Yardigans+AK/@61.1810433,-149.7331056,17z/data=!3m1!4b1!4m6!3m5!1s0x56c897658e945edd:0x5fdae964818cd59!8m2!3d61.1810433!4d-149.7331056!16s%2Fg%2F11rqgxpm4_?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1810433,-149.7331056,[],
Colton Underground Sprinklers,+1 907-333-4448,office@coltonsprinklers.com,GoDaddy,"5773 Old Seward Hwy, Anchorage, AK 99518, United States",coltonsprinklers.com,4.8,17,Lawn sprinkler system contractor,Landscaping,2026-05-28T16:47:23.451383,"549M+88 Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Colton+Underground+Sprinklers/@61.168339,-149.8667379,17z/data=!3m1!4b1!4m6!3m5!1s0x56c891e555555555:0xce36484e9888abba!8m2!3d61.168339!4d-149.8667379!16s%2Fg%2F1vlk193x?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.168339,-149.8667379,['office@coltonsprinklers.com'],https://coltonsprinklers.com
Lawns & Lots,+1 907-952-0321,,,"721 Depot Dr, Anchorage, AK 99501, United States",lawnsandlots.com,5.0,50,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,"64C3+M7 Downtown, Anchorage, AK, USA",,Open 24 hours,,"https://www.google.com/maps/place/Lawns+%26+Lots/@61.2216851,-149.89684,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8971325d81a8b:0x93967cdf7e2ad9cf!8m2!3d61.2216851!4d-149.89684!16s%2Fg%2F11q1vqfbtr?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.2216851,-149.89684,[],
Titan LLC,+1 907-334-8044,,WordPress,"251 W 106th Ave, Anchorage, AK 99515, United States",titanalaska.net,4.5,170,Landscaper,Landscaping,2026-05-28T16:47:23.451383,"44G8+2J Bayshore / Klatt, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Titan+LLC/@61.1250122,-149.8834636,17z/data=!3m1!4b1!4m6!3m5!1s0x56c89779db4b8573:0x6f6ff4f755c390a3!8m2!3d61.1250122!4d-149.8834636!16s%2Fg%2F1tc_wb4k?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1250122,-149.8834636,[],
Greatland Tree Service,+1 907-336-8733,greatlandtreeoffice@gmail.com,Duda,"1201 E 70th Ave, Anchorage, AK 99518, United States",greatlandtree.com,4.6,49,Tree service,Landscaping,2026-05-28T16:47:23.451383,"544Q+VW Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Greatland+Tree+Service/@61.1571613,-149.8602286,17z/data=!3m1!4b1!4m6!3m5!1s0x56c899d41ffb817f:0x98f6a027acd0ba9e!8m2!3d61.1571613!4d-149.8602286!16s%2Fg%2F1tjf9_hy?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1571613,-149.8602286,['greatlandtreeoffice@gmail.com'],https://greatlandtree.com
Glaciers Edge Maintenance,+1 907-223-4666,,WordPress,"1104 W 30th Ave, Anchorage, AK 99503, United States",gemalaska.com,4.9,114,Snow removal service,Landscaping,2026-05-28T16:47:23.451383,"53VW+49 Spenard, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Glaciers+Edge+Maintenance/@61.1927777,-149.9040042,17z/data=!3m1!4b1!4m6!3m5!1s0x56c899e9df78998f:0x90f6f643a177ce97!8m2!3d61.1927777!4d-149.9040042!16s%2Fg%2F12vttmhlq?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1927777,-149.9040042,[],
Green Connection,+1 907-276-7836,,,"804 E 15th Ave, Anchorage, AK 99501, United States",greenconnection.net,4.8,115,Interior plant service,Landscaping,2026-05-28T16:47:23.451383,"644J+RJ Fairview, Anchorage, AK, USA",,Closed · Opens 11 AM,,"https://www.google.com/maps/place/Green+Connection/@61.2071152,-149.8684549,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8963379dccbf7:0x656d7de274d67a35!8m2!3d61.2071152!4d-149.8684549!16s%2Fg%2F1tncsmql?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.2071152,-149.8684549,[],
Northwood Landscaping,+1 907-569-0007,,,"5923 Rowan St, Anchorage, AK 99507, United States",,5.0,2,Landscaper,Landscaping,2026-05-28T16:47:23.451383,"548X+R3 Campbell Park, Anchorage, AK, USA",,,,"https://www.google.com/maps/place/Northwood+Landscaping/@61.1671105,-149.8523613,17z/data=!3m1!4b1!4m6!3m5!1s0x56c897760d733a43:0x91234e3b384f0db4!8m2!3d61.1671105!4d-149.8523613!16s%2Fg%2F1tc_8dc5?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1671105,-149.8523613,,
Master's Hand Landscaping and Excavation,+1 907-644-4428,,,"8141 Sandy Cir, Anchorage, AK 99507, United States",mastershandlandscaping.com,4.8,14,Landscaper,Landscaping,2026-05-28T16:47:23.451383,"45WJ+MV Abbott Loop, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Master's+Hand+Landscaping+and+Excavation/@61.1467197,-149.8178055,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8975c01127bcf:0x1ae47d505a74475!8m2!3d61.1467197!4d-149.8178055!16s%2Fg%2F1tlqpqm_?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1467197,-149.8178055,[],
Local Lawns Alaska,+1 907-891-2870,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Wix,"11705 Alderwood Loop, Anchorage, AK 99516, United States",locallawnsalaska.com,5.0,15,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,"4589+3P Huffman / O' Malley, Anchorage, AK, USA",,Closed · Opens 6 AM,,"https://www.google.com/maps/place/Local+Lawns+Alaska/@61.1152403,-149.8307356,17z/data=!3m1!4b1!4m6!3m5!1s0x835f2b7c2e42a825:0x9ef7cf82fcc970f3!8m2!3d61.1152403!4d-149.8307356!16s%2Fg%2F11v08qsf2t?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1152403,-149.8307356,"['605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', 'bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com', 'c183baa23371454f99f417f6616b724d@sentry.wixpress.com', 'dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com', 'locallawnsalaska@gmail.com']",https://locallawnsalaska.com
Alaska Premier Services,+1 907-887-4545,,WordPress,"8240 Hartzell Rd #3, Anchorage, AK 99507, United States",alaskapremierservices.com,4.8,120,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,"45W2+F4 Abbott Loop, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Alaska+Premier+Services/@61.1461365,-149.8496768,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8975e31f9bbbb:0x43abd6a3b133f074!8m2!3d61.1461365!4d-149.8496768!16s%2Fg%2F11xdl5b7n?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1461365,-149.8496768,[],
Be Happy Property Services,+1 866-725-1791,admin@behappyps.com,WordPress,"1118 E 71st Ave, Anchorage, AK 99518, United States",behappyps.com,4.6,155,Handyman/Handywoman/Handyperson,Landscaping,2026-05-28T16:47:23.451383,"544Q+77 Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 7 AM,,https://www.google.com/maps/place/Be+Happy+Property+Services/data=!4m7!3m6!1s0x56c8963ae013a019:0xedfb6f9668b4c4cd!8m2!3d61.155687!4d-149.8617729!16s%2Fg%2F11ggvz8zw8!19sChIJGaAT4DqWyFYRzcS0aJZv--0,,,"['admin@behappyps.com', 'behappyhomes.officeassistant@gmail.com']",https://behappyps.com
Ground Effects Landscaping,+1 907-272-0324,,WordPress,"6151 A St, Anchorage, AK 99518, United States",groundfxlandscaping.com,4.4,27,Landscaper,Landscaping,2026-05-28T16:47:23.451383,"5489+3M Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Ground+Effects+Landscaping/@61.1651662,-149.8808164,17z/data=!3m1!4b1!4m6!3m5!1s0x56c897f25187455b:0x8a377a2b4947c0dc!8m2!3d61.1651662!4d-149.8808164!16s%2Fg%2F1q664ysm5?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1651662,-149.8808164,[],
Anchorage Blade Runners,+1 907-222-3849,,,"13901 Ervin Rd, Anchorage, AK 99516, United States",anchoragebladerunners.org,3.4,5,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,"35VV+VQ Huffman / O' Malley, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Anchorage+Blade+Runners/@61.0947422,-149.8055244,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8963c00000001:0x2e49e9cfe5d7adb7!8m2!3d61.0947422!4d-149.8055244!16s%2Fg%2F1263t5y_9?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.0947422,-149.8055244,[],
Faltz Landscaping & Nursery,+1 907-349-4382,office@faltzland.com,WordPress,"1401 Labar St, Anchorage, AK 99515, United States",faltzland.com,3.5,29,Landscaper,Landscaping,2026-05-28T16:47:23.451383,"446V+QV Old Seward / Oceanview, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Faltz+Landscaping+%26+Nursery/@61.1118923,-149.8552663,17z/data=!3m1!4b1!4m6!3m5!1s0x56c899906c0ea1c9:0x6b42528e6ffc766e!8m2!3d61.1118923!4d-149.8552663!16s%2Fg%2F1tj57hyr?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1118923,-149.8552663,['office@faltzland.com'],https://faltzland.com
Steelhead Custom Landscaping,+1 907-346-4600,office@steelheadlandscaping.com,WordPress,,steelheadlandscaping.com,5.0,2,Landscaper,Landscaping,2026-05-28T16:47:23.451383,,,,,"https://www.google.com/maps/place/Steelhead+Custom+Landscaping/@61.307439,-158.8131739,4z/data=!3m1!4b1!4m6!3m5!1s0xa93043490aa4edeb:0x5f03d99c95511f21!8m2!3d61.307439!4d-158.813174!16s%2Fg%2F11swkb0syl?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.307439,-158.8131739,['office@steelheadlandscaping.com'],https://steelheadlandscaping.com
Signature Land Services,+1 907-277-2212,,,"2945 Mountain View Dr, Anchorage, AK 99501, United States",signaturelandservices.com,4.8,81,Paving contractor,Landscaping,2026-05-28T16:47:23.451383,"659G+W2 Mountain View, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Signature+Land+Services/@61.2198692,-149.8249586,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8bd80f60f1719:0x5b6c0f6a5ba7fee8!8m2!3d61.2198692!4d-149.8249586!16s%2Fg%2F1tg504qc?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.2198692,-149.8249586,[],
Green Acres of Alaska,+1 907-522-5740,estimate.greenacres@gmail.com,Squarespace,"8850 Runamuck Pl, Anchorage, AK 99502, United States",greenacresusa.com,2.8,8,Landscaper,Landscaping,2026-05-28T16:47:23.451383,"43RQ+4F Sand Lake, Anchorage, AK, USA",,,,"https://www.google.com/maps/place/Green+Acres+of+Alaska/@61.1403376,-149.9112696,17z/data=!3m1!4b1!4m6!3m5!1s0x56c89836ff5dcea5:0x2764f80d0e171f7e!8m2!3d61.1403376!4d-149.9112696!16s%2Fg%2F1tdkxdmq?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1403376,-149.9112696,['estimate.greenacres@gmail.com'],https://greenacresusa.com
Midnight Sun Landscapes,+1 907-566-3763,,,"7302 Bern St, Anchorage, AK 99507, United States",,5.0,1,Landscaper,Landscaping,2026-05-28T16:47:23.451383,"5535+VV Abbott Loop, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Midnight+Sun+Landscapes/@61.1546935,-149.8402552,17z/data=!3m1!4b1!4m6!3m5!1s0x56c897c2ffffffff:0x1075bc6f0870117c!8m2!3d61.1546935!4d-149.8402552!16s%2Fg%2F1tj57hyl?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1546935,-149.8402552,,
Northern Greens,+1 907-344-3447,,,"1150 E 68th Ave Suite 1, Anchorage, AK 99518, United States",,3.6,27,Property maintenance,Landscaping,2026-05-28T16:47:23.451383,"545Q+HR Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Northern+Greens/@61.1589625,-149.8604553,17z/data=!3m1!4b1!4m6!3m5!1s0x56c89773fdc8cabb:0xedfc18803fc3825f!8m2!3d61.1589625!4d-149.8604553!16s%2Fg%2F11frrj_863?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1589625,-149.8604553,,
Lawn Savers,+1 907-350-1622,thelawnsavers@gmail.com,WordPress,,aklawnsavers.com,4.4,13,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,,,Closed · Opens 7 AM,,"https://www.google.com/maps/place/Lawn+Savers/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x56c8999907c5f011:0xccfc13781f5cb4da!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F12hn3_v30?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109,['thelawnsavers@gmail.com'],https://aklawnsavers.com
American Landscaping Inc,+1 907-563-3804,americanland@alaska.net,WordPress,"6151 A St, Anchorage, AK 99518, United States",americanlandscapingak.com,4.3,6,Landscaper,Landscaping,2026-05-28T16:47:23.451383,"5489+3M Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/American+Landscaping+Inc/@61.1651838,-149.8808597,17z/data=!3m1!4b1!4m6!3m5!1s0x56c897e2810f1797:0x2689628559695593!8m2!3d61.1651838!4d-149.8808597!16s%2Fg%2F11q1gkqhl6?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1651838,-149.8808597,['americanland@alaska.net'],https://americanlandscapingak.com
Goff's Outdoor Services,+1 907-764-8696,,,"Anchorage, AK 99501, United States",,4.0,4,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,"6492+24 Downtown, Anchorage, AK, USA",,,,"https://www.google.com/maps/place/Goff's+Outdoor+Services/@61.2175758,-149.8996784,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8bd00016c482f:0x37ccd35d69a8637a!8m2!3d61.2175758!4d-149.8996784!16s%2Fg%2F11l_36_9np?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.2175758,-149.8996784,,
Alaska Green Building Maintenance,+1 907-382-8127,,,"8633 Moss Ct, Anchorage, AK 99504, United States",justininalaska.wix.com,5.0,3,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,"674J+X4 Northeast Anchorage, Anchorage, AK, USA",,Open 24 hours,,"https://www.google.com/maps/place/Alaska+Green+Building+Maintenance/@61.2074256,-149.7196768,17z/data=!3m1!4b1!4m6!3m5!1s0x56c896aff43268c3:0xe86887e6481f0051!8m2!3d61.2074256!4d-149.7196768!16s%2Fg%2F11bwf6h820?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.2074256,-149.7196768,[],
Alaska Lawn & Services,+1 907-830-1445,,,,,5.0,57,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,,,Open 24 hours,,"https://www.google.com/maps/place/Alaska+Lawn+%26+Services/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x552cd19d4630d15:0x452c77a0a39551e!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11vzmv4z_r?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109,,
Polar Desert,+1 907-917-6009,,,"19239 Darby Rd, Eagle River, AK 99577, United States",,5.0,13,Snow removal service,Landscaping,2026-05-28T16:47:23.451383,"9F5G+RG Eagle River, Anchorage, AK, USA","
Open 24 hours

See more hours

",,,"https://www.google.com/maps/place/Polar+Desert/@61.3596227,-149.5236843,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8eb180a7bf9e1:0xd4ccf513f5f0e574!8m2!3d61.3596227!4d-149.5236843!16s%2Fg%2F11tfyv6dmq?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.3596227,-149.5236843,,
"Kelly Lawn & Landscaping, LLC",+1 907-441-8923,office@kellyllc.net,WordPress,"725 E 81st Ave, Anchorage, AK 99518, United States",kellyllc.net,4.8,297,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,"44XJ+5H Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Kelly+Lawn+%26+Landscaping,+LLC/@61.1478902,-149.8685624,17z/data=!3m1!4b1!4m6!3m5!1s0x56c899d41ffb817f:0xe1f9ac17b94f4773!8m2!3d61.1478902!4d-149.8685624!16s%2Fg%2F1w455bs4?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1478902,-149.8685624,['office@kellyllc.net'],https://kellyllc.net
Hofmann Contracting,+1 907-373-5200,michael@hllservices.com,WordPress,"276 E Danna Ave, Wasilla, AK 99654, United States",hllservices.com,4.9,37,Construction company,Landscaping,2026-05-28T16:47:23.451383,"HHP3+9W Wasilla, Alaska, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Hofmann+Contracting/@61.5859639,-149.445224,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8dd8e4fb95f23:0xdc7d06351c07d5fc!8m2!3d61.5859639!4d-149.445224!16s%2Fg%2F11rhlzf0p_?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5859639,-149.445224,"['michael@hllservices.com', 'hofmannlandscapellc@gmail.com']",https://hllservices.com
Nordic Lawns,+1 907-349-5296,office@nordiclawns.com,Wix,"8501 Erin Dr, Anchorage, AK 99507, United States",nordiclawns.com,3.8,6,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,"44VX+G9 Abbott Loop, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Nordic+Lawns/@61.1437853,-149.8515787,17z/data=!3m1!4b1!4m6!3m5!1s0x56c899005638dfc9:0x36c03973ef6c6f20!8m2!3d61.1437853!4d-149.8515787!16s%2Fg%2F11x91107sy?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1437853,-149.8515787,"['office@nordiclawns.com', '0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com', '2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com', '271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com', '460ff4620fa44cba8df530afde949785@sentry.wixpress.com']",https://nordiclawns.com
No Mow Worries,+1 907-414-7760,907nomowworries@gmail.com,WordPress,"1151 N Shenandoah Dr, Palmer, AK 99645, United States",nomowworriesak.com,4.9,70,Lawn care service,Landscaping,2026-05-28T16:47:23.451383,"HPR5+PP Palmer, Alaska, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/No+Mow+Worries/@61.5918474,-149.2906367,17z/data=!3m1!4b1!4m6!3m5!1s0xa395c19f07432585:0x8cf8fff9bc1cedf6!8m2!3d61.5918474!4d-149.2906367!16s%2Fg%2F11srckd_v8?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5918474,-149.2906367,['907nomowworries@gmail.com'],https://nomowworriesak.com
